Folio,Latitud,Longitud,Municipio,Entidad,Seccion,Circun,Region,Tipo,IndigAfro,Sexo,Edad,Grupo,Joven,Mayor,Creden,P1a,P1b,P1c,P1d,P1e,P1f,P1g,P1h,P1i,P1j,P1k,P2a,P2b,P2c,P2d,P2e,P2f,P2g,P3a_1,P3a_2,P3a_3,P3a_4,P3a_5,P3a_6,P3b_1,P3b_2,P3b_3,P3b_4,P3b_5,P3b_6,P3c_1,P3c_2,P3c_3,P3c_4,P3c_5,P3c_6,P3d_1,P3d_2,P3d_3,P3d_4,P3d_5,P3d_6,P3e_1,P3e_2,P3e_3,P3e_4,P3e_5,P3e_6,P3f_1,P3f_2,P3f_3,P3f_4,P3f_5,P3f_6,P4a_1,P4a_2,P4a_3,P4a_4,P4a_5,P4a_6,P4a_7,P4b_1,P4b_2,P4b_3,P4b_4,P4b_5,P4b_6,P4b_7,P4c_1,P4c_2,P4c_3,P4c_4,P4c_5,P4c_6,P4c_7,P4d_1,P4d_2,P4d_3,P4d_4,P4d_5,P4d_6,P4d_7,P4e_1,P4e_2,P4e_3,P4e_4,P4e_5,P4e_6,P4e_7,P4f_1,P4f_2,P4f_3,P4f_4,P4f_5,P4f_6,P4f_7,P5a,P5b,P5c,P5d,P5e,P5f,P5g,P5h,P5i,P6a,P6b,P6c,P6d,P6e,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P7_7,P7_8,P7_9,P7_10,P7_11,P7_12,P7_13,P7_14,P7_15,P7_16,P7_17,P7_18,P8_1,P8_2,P8_3,P9a,P9b,P9c,P9d,P9e,P9f,P9g,P9h,P9i,P9j,P9k,P9l,P9m,P9n,P9o,P10a,P10b,P10c,P10d,P10e,P10f,P10g,P10h,P10i,P10j,P10k,P10l,P10m,P11,P12,P12_1,P12_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_3_6,P12_3_7,P12_3_8,P12_3_9,P12_4,P13,P13_1_1,P13_1_2,P13_1_3,P13_1_4,P13_1_5,P13_1_6,P13_1_7,P13_1_8,P13_1_9,P14,P15,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P17,P17_1a,P17_1b,P17_1c,P17_1d,P17_1e,P18a,P18b,P18c,P18d,P18e,P18f,P18g,P18h,P18i,P18j,P19a,P19b,P19c,P19d,P19e,P20,P21_1,P21_2,P21_3,P21_4,P21_5,P21_6,P21_7,P21_8,P22_1,P22_2,P22_3,P22_4,P22_5,P22_6,P22_7,P23a,P23b,P23c,P23d,P23e,P23f,P23_1a,P23_1b,P23_1c,P23_1d,P23_1e,P23_1f,P24_1,P24_2a,P24_2b,P24_2c,P24_2d,P24_2e,P24_2f,P24_2g,P24_2h,P24_2i,P24_2j,P25_1,P25_1a,P25_1b,P25_1c,P25_1d,P25_1e,P25_1f,P25_1g,P25_1h,P25_1i,P25_1j,P26_1,P26_2a,P26_2b,P26_2c,P26_2d,P26_2e,P26_2f,P26_2g,P26_2h,P26_2i,P26_2j,P27_1,P27_2a,P27_2b,P27_2c,P27_2d,P27_2e,P27_2f,P27_2g,P27_2h,P27_2i,P27_2j,P28a,P28b,P28c,P28d,P28e,P28f,P28g,P28h,P28i,P29,P29_1,P30,P31,P32,P33,P34a,P34b,P34c,P34d,P34e,Amai1,Amai2,Amai3,Amai4,Amai5,Amai6,Puntos,Nivel,Fecha,Inicio,Termino,Pond,Fexpm
11,31.90675163,-116.5782928,1,2,104,1,1,1,2,2,19,1,1,2,1,2,4,2,98,3,3,2,2,3,2,1,3,3,2,2,2,2,2,1,99,2,2,98,98,99,2,2,2,2,2,98,2,1,99,2,1,2,2,1,2,1,2,2,2,2,98,98,2,2,1,2,98,2,2,98,2,1,1,2,1,2,2,2,2,2,2,98,2,98,98,2,99,1,1,2,2,1,1,98,2,1,2,98,1,1,2,2,2,98,99,2,1,98,2,1,99,2,5,3,4,1,2,1,1,2,3,2,2,3,1,12,6,8, , , , , , , , , , , , , , , ,11,2,4,2,4,2,1,4,98,3,3,3,3,1,1,2,98,4,1,2,98,99,4,99,3,3,99,2,98,1,4,2,1,3,2,1, , , , , , , , , ,2,2,3, , , , , , , ,2,98, , , , , , , , ,2,2,1,1,98,2,2,2,2,1,1,1,4,2,3,3,98,2,2,2,1,2, , , , , , , , , , , , , , , ,2,2,1,1,3,3,2,3,1,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,99,98,4,2,4,98,2,2,98,2,1,98,4,2,1,98,2,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,3,8,5,98,1,2,2,2,16,24,0,32,15,12,99,5,9/16/2024,9:45:00,10:12:00,1.11574862342172,91442.9878048781
12,31.90633965,-116.5795441,1,2,104,1,1,2,2,2,24,1,1,2,1,3,2,3,4,3,2,2,2,3,3,4,2,1,3,4,3,3,4,2,2,98,2,2,2,1,2,1,98,2,2,98,2,2,98,2,2,2,2,1,98,2,1,1,1,1,2,98,2,2,2,1,98,2,98,2,1,1,98,2,98,2,98,2,2,98,2,2,2,1,1,1,99,98,98,2,98,1,1,2,99,2,2,98,2,2,98,98,99,2,98,2,1,98,98,98,2,2,3,2,1,0,2,2,3,5,2,1,99,2,4,2,13,5, , , , , , , , , , , , , , , ,2,12,7,2,98,99,98,1,2,1,3,4,3,2,4,2,3,2,3,2,1,1,2,1,3,1,1,1,4,2,2,3,1,1,2,1, , , , , , , , , ,2,3,11,1, , , , , , ,99,2, , , , , , , , ,98,2,3,4,1,2,2,2,2,1,3,4,3,4,3,4,2,1,1,2,1,2, , , , , , , , , , , , , , , ,2,4,3,4,2,3,2,3,1,3,4,4,98,2,1,2,2,2,2,2,4,1,2,1,2,2,1,2,98,2,99,4,3,4,2,2,2,1,2,2,3,2,1,3,2,1,2,3,2,3,2,4,2,1,99,3,1,3,2,2,1,2,2,4,3,1, ,2,1,9,2,2,2,1,99,2,16,24,22,0,15,23,100,5,9/16/2024,10:21:00,10:44:00,1.11574862342172,91442.9878048781
13,31.90718842,-116.5790329,1,2,104,1,1,1,2,1,67,4,2,1,1,2,3,2,3,98,2,98,1,3,2,2,4,3,2,4,3,99,2,98,99,1,98,2,2,2,1,1,98,2,2,2,1,1,2,2,1,1,98,1,98,2,1,98,2,1,98,2,2,2,2,1,98,2,1,2,2,1,98,2,2,2,2,1,98,99,2,2,2,2,2,2,2,98,2,2,98,2,1,99,98,2,2,2,2,1,2,2,1,2,2,2,1,99,98,98,2,2,2,1,2,2,3,2,1,2,2,2,2,3,3,11,3, , , , , , , , , , , , , , , , ,6,2,11,1,2,1,1,2,2,98,4,1,3,2,4,1,3,3,2,4,1,1,1,98,98,2,3,1,98,3,2,3,1,2,3,4,2, , , , , , , , ,2,1,3,10, , , , , , ,99,2, , , , , , , , ,2,3,2,2,99,3,3,99,1,2,2,2,2,1,3,4,98,98,1,2,2,2, , , , , , , , , , , , , , , ,3,2,2,2,1,2,3,2,2,3,1,4,98,2,1,2,2,2,2,3,2,3,2,98,2,1,1,1,2,1,1,2,99,3,98,2,1,1,1,3,3,98,1,99,4,98,99,2,1,2,2,4,98,2,98,3,1,3,2,4,3,3,1,2,4,2,2,2,3,9,2,98,98,2,98,2,24,24,22,0,31,27,128,4,9/16/2024,11:10:00,11:39:00,1.69922572658508,139262.8
14,31.90747261,-116.5796585,1,2,104,1,1,1,2,2,39,2,2,2,1,2,3,1,1,1,1,2,4,3,98,1,2,3,2,4,3,2,3,2,98,2,98,2,2,98,2,2,2,1,1,98,2,1,98,2,1,2,2,1,98,2,1,98,2,1,98,98,2,98,2,98,2,1,2,2,2,1,98,98,2,2,98,2,1,98,98,98,2,98,2,1,2,98,2,2,2,2,1,98,2,1,2,98,2,1,2,2,98,2,98,2,2,2,99,1,98,2,1,1,2,3,2,2,1,1,2,3,1,99,2,2,6, , , , , , , , , , , , , , , , ,2,10, ,3,2,2,1,2,1,1,3,4,3,2,2,1,2,3,2,2,1,2,1,2,2,2,2,2,3,98,3,3,1,2,2,1, , , , , , , , , ,2,2, , , , , , , , ,99,2, , , , , , , , ,2,1,1,2,3,1,2,3,3,3,3,2,2,4,1,2,98,2,1,2,98,2, , , , , , , , , , , , , , , ,2,3,2,2,2,2,3,2,2,2,2,1,2,3,2,98,1,2,2,2,3,2,4,98,2,98,2,1,2,3,2,3,1,2,98,2,98,2,2,1,2,3,3,3,3,1,3,2,2,2,2,3,1,1,4,3,3,3,3,2,1,4,2,99,3,2,1,2,2,8,2,98,2,98,2,2,8,24,0,32,15,27,106,5,9/16/2024,11:57:00,12:28:00,.861777523439148,70628.3744493392
15,31.90646172,-116.5806046,1,2,104,1,1,1,2,1,31,2,2,2,1,3,2,2,2,3,2,2,2,1,2,2,3,2,1,3,3,3,1,98,2,1,2,98,1,2,2,2,98,98,1,98,2,1,2,2,1,2,2,1,98,98,1,2,2,1,2,2,1,98,2,1,2,2,1,2,2,2,2,2,1,98,98,2,1,98,2,98,98,2,2,1,98,98,98,98,98,2,1,98,98,98,2,1,1,1,2,99,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,10,11, , , , , , , , , , , , , , , ,2,8, ,2,1,3,1,3,3,2,2,3,2,2,3,1,1,3,2,1,2,1,1,3,98,2,1,3,3,99,2,3,2, , , , , , , , , , , ,2,1, , , , , , , , , ,5,98, , , , , , , , ,2,2,2,1,2,2,2,2,2,3,3,3,2,2,4,4,2,99,98,2,1,2, , , , , , , , , , , , , , , ,2,2,2,1,3,2,3,4,2,2,3,2,98,2,1,1,2,2,2,2,2,3,2,98,2,2,2,3,2,4,2,3,2,3,98,1,1,2,4,3,2,1,98,3,1,98,2,3,98,1,4,1,98,2,1,1,2,2,1,1,1,1,1,4,1,2,1,2,2,8,2,98,98,2,2,98,8,24,22,32,46,27,159,3,9/16/2024,12:43:00,13:10:00,.940652120990915,77092.67
16,31.90591049,-116.5807724,1,2,104,1,1,1,2,1,58,4,2,2,1,3,2,2,2,2,4,3,3,3,3,2,2,2,2,98,3,3,3,2,2,1,2,2,2,99,2,1,98,2,1,98,2,2,2,1,2,98,2,1,98,2,1,98,2,1,99,2,1,98,2,1,98,2,1,98,2,2,2,2,1,2,2,98,1,2,2,1,2,99,98,1,2,2,2,2,98,2,1,98,2,1,2,99,2,2,98,2,1,2,2,2,2,98,98,2,1,2,2,2,1,1,3,2,1,2,2,2,2,2,3,2,10, , , , , , , , , , , , , , , , ,2,5, ,2,2,1,98,2,4,3,4,1,4,2,2,98,2,1,2,2,98,2,4,98,3,1,3,3,3,1,2,2,1,1,2,1, , , , , , , , , ,1, , , , , , , , , ,99,2, , , , , , , , ,98,2,1,2,2,2,3,4,2,2,2,2,2,2,99,3,98,2,1,2,2,2, , , , , , , , , , , , , , , ,3,1,2,2,98,2,2,2,2,2,3,3,98,2,1,1,2,3,4,2,3,2,1,98,3,2,2,3,2,98,2,3,2,1,98,2,1,1,2,2,3,3,2,3,3,98,1,98,2,2,98,1,4,3,3,4,2,3,2,3,2,3,3,4,2,2,1,2,1,8,2,98,98,2,2,99,16,24,0,0,15,36,91,6,9/16/2024,13:34:00,14:13:00,1.69922572658508,139262.8
17,31.90684319,-116.5817261,1,2,104,1,1,1,2,2,21,1,1,2,1,2,1,1,1,4,2,4,3,4,1,2,2,3,2,2,2,99,2,98,2,1,98,2,2,98,2,1,98,2,1,98,2,98,2,98,2,98,2,98,98,98,1,99,2,2,99,2,2,2,2,1,98,98,2,98,2,1,98,2,1,2,2,98,1,98,2,98,2,98,2,1,98,1,98,2,98,98,1,98,2,98,2,98,98,2,99,98,1,2,98,2,1,2,1,98,98,2,1,2,1,1,2,3,2,3,2,1,1,2,3,3,11, , , , , , , , , , , , , , , , ,2,5, ,2,4,1,98,2,1,2,2,4,3,2,2,2,1,2,2,1,2,3,2,2,3,4,2,2,2,2,4,3,1,2,2,1,7,3, , , , , , , ,2,8,1,4, , , , , , ,99,98, , , , , , , , ,1,2,1,1,2,2,3,2,2,2,4,2,3,2,3,2,2,2,1,2,2,2, , , , , , , , , , , , , , , ,1,2,1,2,2,4,1,1,2,1,2,3,98,2,1,2,2,2,2,2,3,1,2,98,1,1,2,98,1,3,2,2,99,3,98,2,1,2,2,2,4,2,2,2,3,98,1,1,2,2,2,3,1,1,1,3,1,2,2,2,1,2,1,2,2,2,2,2,0,8,2,98,98,2,2,2,16,0,0,0,15,23,54,6,9/16/2024,14:32:00,15:10:00,1.11574862342172,91442.9878048781
18,31.90588188,-116.5812531,1,2,104,1,1,1,2,1,43,3,2,2,1,3,1,4,3,1,2,2,3,2,3,2,2,2,3,3,2,4,2,98,98,98,1,98,2,98,98,1,99,98,2,2,1,1,98,2,1,98,1,1,2,1,1,98,2,1,98,2,1,98,98,1,98,2,1,98,2,1,2,2,98,2,98,1,1,2,2,2,1,98,2,98,2,1,98,2,98,2,1,98,98,1,1,98,2,1,98,2,2,2,98,2,1,99,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,7,8, , , , , , , , , , , , , , , ,8,7,3,2,1,1,98,98,2,1,1,2,3,2,3,3,2,3,3,1,3,4,3,4,3,3,2,99,1,2,3,2,1,2,3,1,2,4, , , , , , , ,1, , , , , , , , , ,99,98, , , , , , , , ,2,98,2,99,2,4,2,3,2,2,2,1,3,2,99,2,2,2,2,1,98,2, , , , , , , , , , , , , , , ,1,1,1,1,3,3,1,3,2,4,2,2,98,2,2,1,1,1,2,3,2,1,2,2,2,98,98,2,3,2,1,1,3,2,98,2,98,98,1,1,3,2,3,2,2,98,1,1,2,3,3,3,2,2,2,3,98,2,3,2,2,2,3,3,3,1, ,2,2,8,2,2,2,2,2,2,8,24,22,32,15,23,124,4,9/16/2024,15:47:00,16:17:00,.660343411562639,54119.5151515152
19,31.90685654,-116.5822372,1,2,104,1,1,1,2,1,18,1,1,2,1,1,1,1,1,4,2,4,2,3,1,4,98,4,3,3,1,2,4,2,2,1,98,98,1,98,2,1,98,2,2,2,2,1,99,2,2,2,2,1,99,98,1,98,2,1,2,2,1,2,2,2,98,98,1,98,2,1,98,2,2,2,2,2,98,2,98,2,2,98,2,1,2,2,1,1,98,98,98,2,1,1,98,99,98,1,98,98,1,2,98,2,1,98,2,1,2,2,1,3,1,2,2,1,3,1,2,3,1,2,3,6, , , , , , , , , , , , , , , , , ,2,10,5,2,2,99,2,3,2,1,2,1,1,1,2,3,2,3,1,2,2,1,2,3,2,2,4,3,2,3,2,3,1,3,2,1,2,8, , , , , , , ,1, , , , , , , , , ,2,1,2,10,3, , , , , ,2,3,1,1,2,2,2,2,2,3,2,4,1,3,2,2,98,98,1,2,2,2, , , , , , , , , , , , , , , ,3,3,1,1,2,1,2,1,2,2,3,3,98,2,2,98,1,4,2,1,2,2,1,1,2,3,1,2,2,1,1,1,3,2,98,2,1,2,1,2,2,1,1,99,3,98,1,98,1,1,2,2,1,1,4,1,2,2,1,1,4,1,1,2,3,2,2,2,0,7,2,2,1,2,98,2,8,24,0,32,0,11,75,6,9/16/2024,17:02:00,17:28:00,1.33794845448975,109653.735294118
20,31.90896416,-116.5837555,1,2,104,1,1,1,2,2,38,2,2,2,1,1,2,2,1,2,2,1,1,3,2,2,3,3,2,2,1,1,4,98,98,98,2,1,2,2,98,2,98,98,2,99,98,2,98,98,1,98,2,1,2,98,1,98,2,1,99,98,2,98,2,1,2,2,1,2,2,1,98,99,1,2,98,1,1,2,2,2,1,99,2,1,2,2,2,2,98,2,99,99,2,2,1,99,98,1,98,99,98,1,98,98,98,2,98,2,1,2,2,1,3,3,3,1,2,2,1,1,1,2,4,3,12,5, , , , , , , , , , , , , , , ,2,6, ,3,2,1,2,1,2,2,4,98,1,2,4,2,98,3,2,1,99,1,4,1,98,3,3,2,1,3,3,3,1,2,2,1,2,3, , , , , , , ,1, , , , , , , , , ,99,2, , , , , , , , ,98,2,1,98,3,4,2,1,2,3,2,3,2,3,2,4,2,2,1,98,98,2, , , , , , , , , , , , , , , ,2,2,1,3,4,2,3,2,2,1,2,2,2,2,1,98,2,4,2,1,2,1,3,98,2,98,2,3,4,1,2,4,99,3,98,1,1,99,3,4,1,98,2,98,3,98,2,1,98,2,4,98,1,4,1,2,1,2,1,2,1,1,1,2,1,2,5,2,1,7,2,2,2,2,2,2,16,47,0,0,15,27,105,5,9/16/2024,17:58:00,18:32:00,.861777523439148,70628.3744493392
21,32.55957794,-115.359581,2,2,596,1,1,1,2,2,21,1,1,2,1,1,1,1,4,1,1,4,1,1,1,1,3,1,1,1,2,2,3,2,2,98,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,98,98,98,98,98,98,1,1,98,2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,98,98,98,98,98,98,98,1,0,0,2,2,0,0,1,1,3,4,3,2,2,3,8,7, , , , , , , , , , , , , , , ,3, , ,1,1,1,98,98,3,1,1,2,1,1,2,1,1,1,1,2,2,3,2,1,2,1,2,1,2,98,1,2,2, , , , , , , , , , , ,1,1, , , , , , , , , ,5,2, , , , , , , , ,4,1,1,2,1,1,2,3,2,2,3,3,3,1,1,2,1,2,2,2,2,2, , , , , , , , , , , , , , , ,2,3,1,2,2,1,2,3,2,2,2,2,98,2,3,2,2,3,1,98,2,2,1,1,3,3,3,3,4,2,2,3,3,3,1,2,2,98,1,3,2,3,2,3,2,1,2,2,2,3,4,2,3,2,1,2,1,2,2,2,3,2,98,2,2,2,3,1,0,5,6,2,2,1,2,2,8,24,0,32,31,11,106,5,9/16/2024,9:45:00,10:15:00,1.11574862342172,91442.9878048781
22,32.56019211,-115.3607254,2,2,596,1,1,1,2,2,39,2,2,2,1,2,2,2,3,1,2,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,3,3,4,3,1,1,5,3,8,7, , , , , , , , , , , , , ,1,3, ,3,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,4,1,1,1,1,1,1,2,3,1,4,1,1,1,1, , , , , , , , , ,2,1, , , , , , , , ,2,2, , , , , , , , ,2,3,2,3,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2, , , , , , , , , , , , , , , ,3,1,1,1,2,1,3,2,2,2,3,2,1,3,2,3,3,3,2,2,1,1,3,2,1,2,2,1,4,1,2,3,2,2,1,4,3,4,4,1,4,1,1,2,3,1,3,3,3,3,1,3,3,3,3,3,3,2,2,2,3,2,3,2,3,1, ,2,2,7,4,2,2,2,2,2,16,24,0,32,31,23,126,4,9/16/2024,10:21:00,10:46:00,.861777523439148,70628.3744493392
23,32.56081009,-115.3617172,2,2,596,1,1,1,2,1,32,2,2,2,1,4,3,3,4,3,3,2,3,3,3,2,3,2,2,3,3,2,2,98,98,98,98,98,98,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,1,1,1,1,1,1,98,1,1,1,1,1,1,98,1,1,1,1,1,1,98,1,1,1,1,1,1,2,1,1,1,1,1,1,98,3,0,1,4,4,0,2,3,2,3,2,3,3,2,2,3,1, , , , , , , , , , , , , , , ,1, , ,3,3,2,3,2,2,2,3,3,3,3,3,4,3,3,2,2,2,2,2,2,3,3,3,3,2,2,1,2,2, , , , , , , , , , , ,3,2,3, , , , , , , , ,1,2, , , , , , , , ,98,1,3,2,2,2,3,3,3,2,3,3,3,3,3,3,1,1,2,2,2,1,1, , , , , , , ,1,2,5, , , , ,3,3,2,3,3,3,3,3,3,3,3,3,1,4,4,4,4,2,4,1,1,3,1,1,2,2,2,2,2,2,2,2,1,1,1,3,2,3,2,3,2,2,2,2,1,98,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1, ,3,1,8,2,2,2,2,2,2,16,24,22,0,46,23,131,4,9/16/2024,11:09:00,11:38:00,.940652120990915,77092.67
24,32.561409,-115.3628464,2,2,596,1,1,1,2,2,29,2,1,2,1,3,2,2,3,3,2,3,3,4,3,2,3,2,3,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,0,1,1,1,1,1,1,1,3,2,2,3,3,1,3,15,17, , , , , , , , , , , , , , ,1,15, ,3,3,3,2,3,3,3,3,2,3,3,1,3,2,3,3,3,2,3,3,3,3,2,3,3,98,3,3,2,2, , , , , , , , , , , ,1,2,5, , , , , , , , ,99,2, , , , , , , , ,2,3,3,3,3,3,3,3,3,2,2,2,3,2,2,1,2,2,2,1,1,2, , , , , , , , , , , , , , , ,2,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,4,2,3,3,3,3,1,3,2,2,3,3,3,1,2,2,2,1,2,2,3,3,3,3,2,2,2,2,1,3,2,3,2,3,2,3,2,3,1,3,2,3,2,3,2,3,2,3,1, ,2,1,4,4,2,2,2,2,2,16,24,0,32,15,6,93,6,9/16/2024,11:57:00,12:28:00,.861777523439148,70628.3744493392
25,32.56219101,-115.3635941,2,2,596,1,1,1,2,1,18,1,1,2,1,1,2,3,1,2,3,2,1,1,1,2,2,2,2,2,2,3,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,98,2,2,2,2,2,2,2,2,2,2,1,1,98,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,98,2,98,98,2,3,1,0,0,0,0,1,0,2,2,2,2,2,1,2,10, , , , , , , , , , , , , , , ,1,3, ,2,2,3,2,2,2,2,3,2,2,1,2,2,3,3,1,2,2,2,3,3,2,3,2,3,1,2,3,4,2, , , , , , , , , , , ,1,99, , , , , , , , , ,99,2, , , , , , , , ,2,3,2,2,3,2,3,2,3,2,3,3,3,2,2,4,2,2,1,1,1,2, , , , , , , , , , , , , , , ,2,3,1,2,2,3,3,2,4,2,2,3,1,2,4,3,2,3,2,2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,1,2,3,1,1,3,2,2,3,2,3,2,3,2,3,2,3,3,3,2,3,1,2,3,3,4,3,1,2,98,1,1, ,1,0,8,1,2,1,2,2,2,16,47,0,0,31,12,106,5,9/16/2024,12:41:00,13:10:00,1.33794845448975,109653.735294118
26,32.56259918,-115.3645554,2,2,596,1,1,2,2,1,20,1,1,2,1,1,98,2,2,2,2,2,2,2,98,1,2,2,2,2,2,2,3,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,98,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,98,1,2,98,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,3,1,0,0,0,0,1,1,2,2,1,1,3,1,2,3, , , , , , , , , , , , , , , ,1, , ,3,1,1,3,3,3,3,4,2,2,2,1,2,2,3,1,2,1,2,2,4,3,4,3,4,1,1,2,3,2, , , , , , , , , , , ,1,98, , , , , , , , , ,99,2, , , , , , , , ,98,3,1,3,3,2,2,2,2,2,2,2,2,3,2,4,2,1,1,1,1,2, , , , , , , , , , , , , , , ,2,1,3,4,3,2,3,2,3,1,2,3,1,2,2,3,2,2,2,98,2,3,2,1,3,3,2,3,4,3,3,3,3,2,1,2,2,2,1,2,3,3,4,3,2,1,2,3,3,2,3,2,3,4,3,3,2,2,2,2,2,1,4,3,3,1, ,2,1,5,3,2,2,2,2,2,16,24,0,32,46,23,141,3,9/16/2024,13:34:00,14:14:00,1.33794845448975,109653.735294118
27,32.56326294,-115.3646088,2,2,596,1,1,1,2,2,29,2,1,2,1,3,3,2,2,2,1,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,1,1,98,98,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,0,0,2,2,2,1,1,1,3,3,2,1,3,1,3,9, , , , , , , , , , , , , , , ,3, , ,3,3,3,2,3,3,3,3,2,2,2,2,2,3,4,2,2,3,3,2,1,98,2,3,3,2,2,2,3,2, , , , , , , , , , , ,1,98, , , , , , , , , ,1,2, , , , , , , , ,98,1,1,1,1,2,2,2,3,3,2,3,3,3,2,2,2,1,1,1,1,2, , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,3,1,1,3,1,1,2,2,2,3,2,2,2,2,1,2,2,2,1,3,3,1,2,4,1,2,4,98,1,1,3,2,2,2,98,1,3,2,3,2,3,3,2,2,2,1,1,4,3,1, ,2,1,10,3,2,2,2,2,2,16,24,22,32,46,59,199,2,9/16/2024,14:32:00,15:05:00,.861777523439148,70628.3744493392
28,32.56362534,-115.3663788,2,2,596,1,1,1,2,1,36,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,1,1,1,1,1,1,98,1,1,1,1,1,1,98,1,1,1,1,1,1,98,1,1,1,1,1,1,98,1,1,1,1,1,1,98,5,2,4,5,2,5,1,5,1,3,3,4,3,2,1,3, , , , , , , , , , , , , , , , ,1, , ,2,2,2,2,3,4,3,2,2,3,1,3,4,3,3,2,3,2,3,2,3,3,3,2,3,98,3,3,3,1,8,1,1,9, , , , , , , , ,1, , , , , , , , , ,1,1,1, , , , , , , ,2,4,4,4,4,4,3,3,4,3,3,3,2,1,3,3,1,1,2,2,1,1,1,5, , , , , , ,1, , , , , , ,3,3,4,3,3,3,3,3,3,2,99,3,1,3,3,3,3,1,4,98,98,98,98,1,3,3,1,1,3,2,2,2,2,1,1,3,3,3,3,3,2,3,3,3,3,1,3,2,2,3,2,2,3,3,3,1,3,3,2,98,98,1,1,2,1,1, ,4,4,8,2,2,2,2,2,2,8,24,22,32,15,27,128,4,9/16/2024,15:47:00,16:19:00,.940652120990915,77092.67
